item_id,ingredient_name,confidence
25604186,essex goud,0.8
25604186,gluten-free pasta,0.9
25604186,morel mushrooms,0.9
25604219,green tea,0.8
25604219,gunpowder green tea,0.8
25604219,jasmine,0.7
25604235,blueberries,0.9
25604235,granola,0.8
25604235,hojicha,0.8
25604235,panna cotta,0.9
25604235,pine nut,0.7
25604235,rhubarb,0.9
25604228,almond milk,0.85
25604228,ice cream,0.9
25604228,white chocolate,0.75
25604161,red wine,0.9
25604161,sparkling wine,0.9
25604161,white wine,0.9
25604191,focaccia,0.9
25604191,italian evoo,0.8
25604191,ramp butter,0.8
25604191,taleggio cheese,0.8
25604221,avocado,0.9
25604221,little gem lettuce,0.8
25604221,radish,0.7
25604237,arborio rice,0.85
25604237,butter,0.75
25604237,chicken or vegetable stock,0.75
25604237,garlic,0.65
25604237,lemon juice,0.55
25604237,lobster,0.9
25604237,onion,0.7
25604237,parmesan cheese,0.7
25604237,white wine,0.65
25604155,,0.8
25604155,chateau dauphine rondeillon,0.9
25604155,loupiac,0.9
25604217,coffee,0.9
25604217,espresso,0.8
25604217,milk,0.85
25604217,sugar,0.7
25604214,boal,0.8
25604214,madeira,0.9
25604213,madeira,0.9
25604213,verdelho,0.9
25604234,brussels sprouts,0.85
25604234,celeriac,0.75
25604234,date,0.7
25604234,marinated tofu,0.9
25604234,tamarind,0.65
25604234,white asparagus,0.8
25604226,brussels sprouts,0.9
25604226,smoked date,0.85
25604226,tamarind,0.8
25604226,tofu,0.95
25604226,white asparagus,0.9
25604245,anglaise,0.6
25604245,bourbon,0.7
25604245,cherry,0.7
25604245,milk chocolate,0.8
25604236,griotte,0.75
25604236,milk chocolate,0.85
25604190,alliums,0.8
25604190,asparagus,0.9
25604190,boletus mushroom,0.85
25604190,celery root puree,0.85
25604190,jus,0.75
25604190,new york steak,0.95
25604158,burrata,0.9
25604158,pork,0.9
25604158,ragu,0.8
25604158,san marzano,0.75
25604158,veal,0.85
25604158,wagyu,0.8
25604220,chamomile,0.8
25604220,peppermint,0.8
25604304,"pinot noir, 'royal st robert cuvée', raen, sonoma coast, 2021",0.95
25604160,black truffles,0.8
25604160,butter,0.6
25604160,cream,0.5
25604160,eggs,0.7
25604160,parmesan cheese,0.6
25604160,porcini mushrooms,0.8
25604160,ravioli,0.9
25604233,pasta,0.7
25604233,porcini mushroom,0.85
25604233,summer truffle,0.7
25604233,truffle,0.9
25604202,aszu,0.8
25604202,grapes,0.7
25604202,royal tokaji,0.9
25604203,fonseca,0.9
25604203,ruby port,0.9
25604203,terra bella,0.9
25604204,,0.6
25604204,faria vinhos,0.8
25604204,lbv,0.8
25604204,ruby port,0.85
25604163,kale,0.9
25604163,mint,0.8
25604163,snap pea,0.9
25604163,toma cheese,0.85
25604163,tzatziki,0.7
25604163,za'atar,0.7
25604229,eggs,0.5
25604229,flour,0.5
25604229,mint,0.7
25604229,oil,0.5
25604229,snap peas,0.9
25604229,toma cheese,0.8
25604229,tzatziki,0.6
25604227,blueberries,0.85
25604227,rhubarb,0.8
25604227,sorbet,0.9
25604211,port wine,0.8
25604211,tawny port,0.9
25604205,tawny port,0.9
25604205,taylor fladgate,0.8
25604209,tawny port,0.9
25604209,taylor fladgate,0.9
25604208,grape,0.7
25604208,tawny port,0.9
25604206,tawny port,0.95
25604206,taylor fladgate,0.9
25604210,,0.65
25604210,tawny port,0.8
25604210,taylor fladgate,0.75
25604207,tawny port,0.95
25604207,taylor fladgate,0.95
25604185,crème brûlée,0.9
25604185,crostini,0.7
25604185,reserve caviar,0.8
25604185,trout roe,0.8
25604185,uni,0.9
25604185,yuzu tobiko,0.8
25604196,banana,0.9
25604196,bread,0.8
25604196,hazelnut chocolate sauce,0.85
25604196,ice cream,0.9
25604196,vanilla bean,0.75
25604196,white chocolate,0.9
25604232,fiddlehead,0.75
25604232,kohlrabi,0.75
25604232,tom yum dashi,0.85
25604232,wild rice,0.85
25604157,buttermilk,0.7
25604157,cherry,0.8
25604157,crab,0.9
25604157,hamachi,0.9
25604157,namasu,0.7
25604157,ogo,0.6
25604157,thai basil,0.75
25604157,yuzu,0.8
25604166,fiddlehead,0.6
25604166,green garlic,0.65
25604166,lobster nage,0.55
25604166,rock shrimp,0.8
25604166,scallop,0.9
25604166,wild rice,0.7
25604167,alliums,0.65
25604167,asparagus,0.85
25604167,celery root puree,0.8
25604167,local boletus jus,0.75
25604167,snake river farms flat iron steak,0.9
24391517,asian slaw,0.75
24391517,chipotle black bean,0.9
24391517,grilled onions,0.7
24391517,potato bun,0.75
24391517,sharp american cheese,0.8
24391517,sriracha mayo,0.8
24391505,catfish,0.9
24391505,french fries,0.8
24391505,sriracha mayo,0.7
24391505,tartar sauce,0.7
24391499,asian slaw,0.8
24391499,catfish,0.9
24391499,hoagie roll,0.7
24391499,onion crisps,0.7
24391499,sriracha mayo sauce,0.8
24391508,chicken,0.9
24391508,dipping sauce,0.7
24391508,french fries,0.9
24391512,bun,0.9
24391512,cheese,0.9
24391512,ground beef,0.9
24391512,lettuce,0.8
24391512,onion,0.8
24391512,pickles,0.7
24391512,tomato,0.8
24391507,asian slaw,0.7
24391507,bacon,0.8
24391507,cheese,0.8
24391507,fried chicken,0.9
24391507,fried egg,0.7
24391507,tapatio hot sauce,0.7
24391515,asian slaw,0.8
24391515,catfish,0.9
24391515,onion crisps,0.7
24391515,sriracha mayo,0.8
24391515,taco,0.9
24391500,creole seasoning,0.8
24391500,potato,0.9
24391500,salt,0.7
24391518,american cheese,0.7
24391518,honey garlic sauce,0.7
24391518,impossible patty,0.8
24391518,lettuce,0.9
24391518,onion rings,0.8
24391518,onions,0.9
24391518,potato bun,0.8
24391518,tomato,0.9
24391504,bacon,0.8
24391504,buttermilk ranch,0.65
24391504,cheese,0.85
24391504,chicken,0.9
24391504,fries,0.95
24391504,onions,0.8
24391514,asian slaw,0.5
24391514,bacon,0.7
24391514,bun,0.55
24391514,seaweed,0.65
24391514,soft shell crab,0.85
24391514,sriracha mayo,0.6
24391516,asian slaw,0.7
24391516,grilled onions,0.65
24391516,onion crisps,0.6
24391516,plant based fried chicken,0.85
24391516,sharp american cheese,0.75
24391516,sriracha mayo,0.7
24391516,toasted bun,0.6
24391513,asian slaw,0.8
24391513,bbq pulled pork,0.9
24391513,fried egg,0.9
24391513,jalapenos,0.75
24391513,sharp american cheese,0.85
24391513,toasted bun,0.9
24391506,breadcrumbs,0.7
24391506,flour,0.8
24391506,milk,0.5
24391506,onion,0.9
24391506,pepper,0.6
24391506,salt,0.7
24391503,chicken,0.95
24391503,flour,0.8
24391503,oil,0.7
24391503,spices,0.75
24391502,asian slaw,0.8
24391502,bacon,0.9
24391502,buffalo sauce,0.8
24391502,chicken,0.9
24391502,french fries,0.8
24391502,onion crisps,0.7
24391510,asian slaw,0.7
24391510,fried onion crisps,0.6
24391510,hoagie roll,0.8
24391510,shrimp,0.9
24391510,sriracha mayo,0.7
24391501,asian slaw,0.7
24391501,bacon bits,0.7
24391501,bbq pulled pork,0.8
24391501,bbq sauce,0.7
24391501,fries,0.9
24391501,honey garlic sauce,0.6
24391501,shredded cheese,0.8
24391509,asian slaw,0.7
24391509,bacon,0.8
24391509,beef patty,0.9
24391509,cheese,0.85
24391509,fried onion crisps,0.7
24391509,potato bun,0.75
24391509,sriracha mayo,0.75
24391511,barbecue sauce,0.7
24391511,beef patty,0.9
24391511,cheese,0.85
24391511,onion rings,0.75
24391511,pickles,0.8
24391511,potato bun,0.65
25604357,amazake,0.7
25604357,miso soup,0.8
25604357,"protein (likely chicken, tofu or fish)",0.6
25604357,rice,0.7
25604357,vegetables,0.6
25604353,chicken,0.8
25604353,rice,0.7
25604353,salmon,0.8
25604353,tofu,0.8
25604353,vegetables,0.6
25604354,cabbage,0.6
25604354,carrot,0.55
25604354,egg,0.75
25604354,ginger,0.48
25604354,soy sauce,0.5
25604355,cabbage,0.6
25604355,carrot,0.65
25604355,cucumber,0.65
25604355,ginger,0.5
25604355,rice,0.7
25604355,vinegar,0.55
25604356,amazake,0.7
25604356,chicken,0.6
25604356,rice,0.8
25604356,vegetables,0.6
25604358,beef,0.7
25604358,chicken,0.7
25604358,mirin,0.5
25604358,rice,0.8
25604358,soy sauce,0.6
25604358,vegetables,0.6
25604360,broth,0.8
25604360,ginger,0.6
25604360,green onion,0.6
25604360,miso,0.95
25604360,seaweed,0.6
25604360,tofu,0.7
25604361,beef,0.75
25604361,chicken,0.85
25604361,tofu,0.65
25604359,green beans,0.7
25604359,salmon,0.9
25604359,scrambled eggs,0.8
25604359,shio koji,0.8
25604359,soboro,0.7
24391522,agua fresca (24oz change every day),0.9
24391522,fruit,0.8
24391522,sugar,0.6
24391520,beef,0.9
24391520,cheese,0.85
24391520,chile de árbol,0.55
24391520,cilantro,0.75
24391520,onions,0.8
24391520,radish,0.65
24391520,salsa,0.6
24391520,tortilla,0.8
24391535,flour tortilla,0.9
24391535,mixed jack and cheddar cheese,0.8
24391535,salsa,0.7
24391535,scrambled eggs,0.9
24391532,cilantro,0.75
24391532,habanero,0.65
24391532,lime,0.55
24391532,mango,0.7
24391532,olive oil,0.6
24391532,onions,0.8
24391532,tiger shrimp,0.9
24391532,tomatoes,0.85
24391521,cheese,0.7
24391521,chicken,0.9
24391521,garlic,0.5
24391521,onion,0.6
24391521,quesadilla,0.8
24391521,tinga,0.8
24391521,tomato,0.6
24391521,tortilla,0.7
24391530,chicken tinga,0.85
24391530,corn tortilla chips,0.9
24391530,cotija cheese,0.75
24391530,red spicy salsa,0.8
24391530,scrambled eggs,0.9
24391530,sour cream,0.8
24391526,corn tortilla,0.9
24391526,habanero,0.8
24391526,onions,0.85
24391526,pork,0.9
24391536,black beans,0.85
24391536,cotija cheese,0.9
24391536,eggs,0.95
24391536,ham,0.85
24391536,peas,0.8
24391536,tomatoes,0.85
24391536,tostadas,0.9
24391529,black beans,0.7
24391529,cabbage,0.6
24391529,habanero,0.65
24391529,octopus,0.85
24391529,pickled onions,0.55
24391529,tortilla,0.8
24391523,charred chiles,0.8
24391523,cilantro,0.9
24391523,corn tortilla,0.95
24391523,onion,0.9
24391523,pineapple,0.85
24391523,recado negro,0.8
24391525,avocado,0.7
24391525,black beans,0.7
24391525,cabbage,0.75
24391525,lettuce,0.7
24391525,onions,0.75
24391525,pork,0.8
24391525,salsa,0.65
24391525,tomatoes,0.75
24391527,birria,0.9
24391527,broth,0.9
24391527,cheese,0.9
24391527,flour tortilla,0.9
24391527,salsa,0.8
24391533,marinade,0.7
24391533,pork,0.8
24391533,tortilla,0.85
24391528,soda coca y jarrito,0.9
24391528,sugar,0.8
24391531,tecate,0.95
24391524,bolillo roll,0.9
24391524,chicken tinga,0.85
24391524,chilaquiles,0.95
24391524,pickled onions,0.7
24391524,queso cotija,0.8
24391524,scrambled eggs,0.9
24391524,sour cream,0.8
24391519,achiote powder,0.8
24391519,cabbage,0.8
24391519,cilantro,0.7
24391519,mahi-mahi,0.9
24391519,onion,0.8
24391519,pickle sauce,0.8
24391519,serrano pepper,0.7
24391519,tomato,0.7
24391519,tortilla,0.9
24391534,corn tortilla,0.9
24391534,onions,0.9
24391534,seasonal vegetables,0.85
24391534,spices,0.75
25041442,bell peppers,0.8
25041442,cheddar cheese,0.9
25041442,eggs,0.9
25041442,ground chuck,0.85
25041442,mushrooms,0.8
25041442,onion,0.8
25041442,tomatoes,0.8
26086473,avocado,0.85
26086473,bacon,0.9
26086473,bread,0.8
26086473,lettuce,0.85
26086473,mayonnaise,0.9
26086473,swiss cheese,0.9
26086473,tomatoes,0.85
26086473,turkey,0.9
25041465,apple juice,0.95
25041457,avocado,0.95
25041457,lime,0.65
25041457,olive oil,0.75
25041457,pepper,0.55
25041457,salt,0.55
26086474,bacon,0.9
26086474,lettuce,0.85
26086474,tomato,0.8
25041422,bacon,0.95
26086477,bacon,0.9
26086477,cheese,0.9
26086477,lettuce,0.8
26086477,onion,0.8
26086477,pickle,0.7
26086477,tomato,0.8
25041417,biscuit,0.9
25041417,egg,0.8
25041417,gravy,0.9
25041417,hash brown,0.8
25041420,biscuits,0.9
25041420,butter,0.65
25041420,flour,0.75
25041420,gravy,0.85
25041420,milk,0.7
25041420,pepper,0.6
25041420,sausage,0.55
25041423,black pepper,0.65
25041423,fennel,0.5
25041423,pork,0.8
25041423,sage,0.6
25041423,salt,0.7
25041423,thyme,0.55
25041438,butter,0.6
25041438,cheese,0.95
25041438,egg,0.9
25041438,milk,0.7
25041418,chicken fried steak,0.9
25041418,country gravy,0.8
25041418,eggs,0.85
25041418,hash browns,0.75
25041418,toast,0.7
25041437,cheddar cheese,0.85
25041437,chicken,0.9
25041437,spinach,0.8
26086476,angus beef,0.9
26086476,lettuce,0.85
26086476,onion,0.8
26086476,pickle,0.75
26086476,tomatoes,0.85
25041458,coffee,0.95
25041458,milk,0.65
25041458,sugar,0.7
25041446,bell pepper,0.55
25041446,corned beef,0.85
25041446,garlic,0.55
25041446,onion,0.65
25041446,potato,0.75
25041416,corned beef,0.85
25041416,eggs,0.9
25041416,hash browns,0.8
25041416,toast,0.75
25041440,cheese,0.9
25041440,crab meat,0.85
25041440,mushrooms,0.75
25041440,onion,0.8
25041460,cranberry juice,0.95
25041460,sugar,0.6
25041433,bell pepper,0.85
25041433,cheddar cheese,0.9
25041433,ham,0.9
25041433,onions,0.9
26086478,beef patty,0.9
26086478,cheese,0.9
26086478,lettuce,0.8
26086478,onion,0.8
26086478,pickle,0.7
26086478,tomato,0.8
25041454,egg,0.95
25041432,canadian bacon,0.85
25041432,egg,0.95
25041432,english muffin,0.85
25041432,hash brown,0.75
25041432,hollandaise sauce,0.8
25041447,eggs,0.95
25041447,pepper,0.6
25041447,salt,0.65
25041424,eggs,0.9
25041424,hash brown,0.8
25041424,toast,0.75
25041428,avocado,0.8
25041428,eggs,0.95
25041428,english muffins,0.75
25041428,hash browns,0.65
25041428,hollandaise sauce,0.7
25041428,spinach,0.9
25041428,tomatoes,0.85
25041455,english muffins,0.95
25041455,flour,0.75
25041455,milk,0.5
25041455,salt,0.55
25041455,yeast,0.6
26086475,bread,0.7
26086475,cod,0.9
26086475,tartar sauce,0.8
25041451,oil,0.8
25041451,potato,0.9
25041451,salt,0.7
25041419,bread,0.8
25041419,cinnamon,0.65
25041419,eggs,0.7
25041419,milk,0.7
25041419,sugar,0.55
25041419,vanilla extract,0.6
26086480,lettuce,0.9
26086480,pesto mayonnaise,0.7
26086480,pickles,0.75
26086480,red onions,0.8
26086480,tomatoes,0.9
26086480,veggie patty,0.85
25041450,ham,0.9
25041449,beef,0.9
25041449,bread crumbs,0.5
25041449,onion,0.55
25041449,pepper,0.6
25041449,salt,0.7
25041431,eggs,0.9
25041431,hamburger patty,0.9
25041431,hash brown,0.8
25041431,toast,0.7
25041425,butter,0.6
25041425,onion,0.7
25041425,pepper,0.5
25041425,potato,0.9
25041425,salt,0.5
25041461,cocoa powder,0.85
25041461,milk,0.9
25041461,sugar,0.8
25041461,vanilla extract,0.7
25041461,whipped cream,0.6
25041448,garlic,0.6
25041448,pork,0.8
25041448,salt,0.6
25041448,spices,0.7
25041427,eggs,0.9
25041427,hash brown,0.8
25041427,hot link sausage,0.9
25041427,toast,0.7
25041463,black tea,0.9
25041463,milk,0.7
25041463,sugar,0.65
25041462,iced tea,0.9
25041462,lemon,0.5
25041462,sugar,0.6
25041462,tea leaves,0.7
25041436,bacon,0.85
25041436,egg,0.75
25041436,ham,0.85
25041436,sausage,0.85
25041441,avocado,0.85
25041441,feta cheese,0.8
25041441,spinach,0.9
25041441,tomatoes,0.9
25041466,milk,0.95
25041426,bacon,0.9
25041426,cheddar,0.9
25041426,onion,0.8
25041426,spinach,0.85
25041421,orange,0.9
25041443,cheddar cheese,0.9
25041443,ground beef,0.85
25041443,mushrooms,0.8
25041443,onion,0.9
25041443,spinach,0.9
25041444,butter,0.6
25041444,eggs,0.85
25041444,flour,0.9
25041444,milk,0.8
25041444,salt,0.65
25041444,sugar,0.75
25041415,bacon,0.8
25041415,egg,0.9
25041415,ham,0.8
25041415,hash brown,0.85
25041415,pancake,0.95
25041415,sausage,0.8
25041430,eggs,0.9
25041430,hash browns,0.85
25041430,pork chops,0.9
25041430,toast,0.75
25041456,apple,0.8
25041456,banana,0.8
25041456,grapes,0.6
25041456,melon,0.6
25041456,orange,0.8
25041456,seasonal fresh fruit,0.9
25041456,strawberry,0.7
25041434,cheese,0.9
25041434,mushroom,0.8
25041434,onion,0.8
25041434,shrimp,0.9
25041435,feta,0.8
25041435,onion,0.85
25041435,pesto,0.75
25041435,spinach,0.85
25041435,tomato,0.85
25041453,olive oil,0.7
25041453,pepper,0.6
25041453,salt,0.6
25041453,tomatoes,0.9
25041459,soft drink,0.9
25041459,sugar,0.7
26086479,angus beef,0.9
26086479,bacon,0.9
26086479,cheese,0.9
26086479,egg,0.9
26086479,lettuce,0.8
26086479,onion,0.8
26086479,pickle,0.8
26086479,tomato,0.8
25041429,avocado,0.75
25041429,cheddar,0.85
25041429,onion,0.7
25041429,tex-mex potatoes,0.9
25041429,tomato,0.8
25041452,bread,0.9
25041452,butter,0.7
25041452,jam,0.6
25041439,bell pepper,0.9
25041439,mushrooms,0.9
25041439,pepper jack,0.8
25041439,spinach,0.9
25041439,tomatoes,0.9
25041445,butter,0.75
25041445,eggs,0.8
25041445,flour,0.85
25041445,milk,0.8
25041445,sugar,0.7
25041445,vanilla extract,0.5
25041445,waffle,0.9
25212104,bacon,0.95
25212104,pepper,0.65
25212104,salt,0.75
25212115,bacon,0.9
25212115,brown sugar,0.85
25050352,black sesame,0.65
25050352,butter,0.7
25050352,chicken wings,0.95
25050352,glaze,0.75
25050352,honey,0.85
25050352,soy,0.8
25050352,waffles,0.95
25050371,american cheese,0.8
25050371,fries,0.8
25050371,grilled onions,0.75
25050371,lettuce,0.7
25050371,secret sauce,0.7
25050371,tomatoes,0.65
25050371,white bun,0.75
25214922,apple,0.65
25214922,banana,0.55
25214922,grapes,0.55
25214922,melon,0.5
25214922,orange,0.65
25214922,pineapple,0.5
25050349,branzino,0.9
25050349,calamansi,0.7
25050349,eggs,0.9
25050349,garlic rice,0.8
25050349,green mango,0.7
25050349,soy sauce,0.7
25050349,tomatoes,0.8
25050387,berries,0.8
25050387,matcha,0.9
25050387,mochi,0.9
25050387,sweet beans,0.8
25050387,waffle,0.9
